"Tabela 5932 - Taxa de variação do índice de volume trimestral"
"Variável - Taxa trimestral (em relação ao mesmo período do ano anterior) (%)"
"Trimestre","","Setores e subsetores",""
"2º trimestre 2008","Brasil","Impostos líquidos sobre produtos","-"
"2º trimestre 2008","Brasil","PIB a preços de mercado","2.0"
"3º trimestre 2008","Brasil","Agropecuária - total","1.9"
"3º trimestre 2008","Brasil","Indústria - total","2.8"
"3º trimestre 2008","Brasil","Indústrias extrativas","2.1"
"3º trimestre 2008","Brasil","Indústrias de transformação","1.8"
"3º trimestre 2008","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","2.5"
"3º trimestre 2008","Brasil","Construção","4.0"
"3º trimestre 2008","Brasil","Serviços - total","1.2"
"3º trimestre 2008","Brasil","Comércio","1.7"
"3º trimestre 2008","Brasil","Transporte, armazenagem e correio","0.7"
"3º trimestre 2008","Brasil","Informação e comunicação","2.0"
"3º trimestre 2008","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.6"
"3º trimestre 2008","Brasil","Atividades imobiliárias","1.0"
"3º trimestre 2008","Brasil","Outras atividades de serviços","0.6"
"3º trimestre 2008","Brasil","Administração, saúde e educação públicas e seguridade social","0.7"
"3º trimestre 2008","Brasil","Valor adicionado a preços básicos","1.5"
"3º trimestre 2008","Brasil","Impostos líquidos sobre produtos","-"
"3º trimestre 2008","Brasil","PIB a preços de mercado","1.6"
"4º trimestre 2008","Brasil","Agropecuária - total","-4.0"
"4º trimestre 2008","Brasil","Indústria - total","-7.9"
"4º trimestre 2008","Brasil","Indústrias extrativas","-5.9"
"4º trimestre 2008","Brasil","Indústrias de transformação","-10.6"
"4º trimestre 2008","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","-0.2"
"4º trimestre 2008","Brasil","Construção","-3.2"
"4º trimestre 2008","Brasil","Serviços - total","-2.2"
"4º trimestre 2008","Brasil","Comércio","-8.1"
"4º trimestre 2008","Brasil","Transporte, armazenagem e correio","-5.4"
"4º trimestre 2008","Brasil","Informação e comunicação","1.5"
"4º trimestre 2008","Brasil","Atividades financeiras, de seguros e serviços relacionados","-0.2"
"4º trimestre 2008","Brasil","Atividades imobiliárias","-1.5"
"4º trimestre 2008","Brasil","Outras atividades de serviços","-0.8"
"4º trimestre 2008","Brasil","Administração, saúde e educação públicas e seguridade social","0.3"
"4º trimestre 2008","Brasil","Valor adicionado a preços básicos","-3.7"
"4º trimestre 2008","Brasil","Impostos líquidos sobre produtos","-"
"4º trimestre 2008","Brasil","PIB a preços de mercado","-3.8"
"1º trimestre 2009","Brasil","Agropecuária - total","-2.7"
"1º trimestre 2009","Brasil","Indústria - total","-6.3"
"1º trimestre 2009","Brasil","Indústrias extrativas","-2.0"
"1º trimestre 2009","Brasil","Indústrias de transformação","-8.4"
"1º trimestre 2009","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","-4.6"
"1º trimestre 2009","Brasil","Construção","-1.7"
"1º trimestre 2009","Brasil","Serviços - total","0.5"
"1º trimestre 2009","Brasil","Comércio","-3.1"
"1º trimestre 2009","Brasil","Transporte, armazenagem e correio","-4.0"
"1º trimestre 2009","Brasil","Informação e comunicação","-2.8"
"1º trimestre 2009","Brasil","Atividades financeiras, de seguros e serviços relacionados","4.2"
"1º trimestre 2009","Brasil","Atividades imobiliárias","1.7"
"1º trimestre 2009","Brasil","Outras atividades de serviços","2.2"
"1º trimestre 2009","Brasil","Administração, saúde e educação públicas e seguridade social","1.5"
"1º trimestre 2009","Brasil","Valor adicionado a preços básicos","-1.1"
"1º trimestre 2009","Brasil","Impostos líquidos sobre produtos","-"
"1º trimestre 2009","Brasil","PIB a preços de mercado","-1.4"
"2º trimestre 2009","Brasil","Agropecuária - total","-1.1"
"2º trimestre 2009","Brasil","Indústria - total","4.6"
"2º trimestre 2009","Brasil","Indústrias extrativas","2.7"
"2º trimestre 2009","Brasil","Indústrias de transformação","4.0"
"2º trimestre 2009","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","5.0"
"2º trimestre 2009","Brasil","Construção","5.6"
"2º trimestre 2009","Brasil","Serviços - total","1.3"
"2º trimestre 2009","Brasil","Comércio","4.1"
"2º trimestre 2009","Brasil","Transporte, armazenagem e correio","0.7"
"2º trimestre 2009","Brasil","Informação e comunicação","0.4"
"2º trimestre 2009","Brasil","Atividades financeiras, de seguros e serviços relacionados","2.2"
"2º trimestre 2009","Brasil","Atividades imobiliárias","0.9"
"2º trimestre 2009","Brasil","Outras atividades de serviços","-0.3"
"2º trimestre 2009","Brasil","Administração, saúde e educação públicas e seguridade social","0.7"
"2º trimestre 2009","Brasil","Valor adicionado a preços básicos","1.7"
"2º trimestre 2009","Brasil","Impostos líquidos sobre produtos","-"
"2º trimestre 2009","Brasil","PIB a preços de mercado","1.8"
"3º trimestre 2009","Brasil","Agropecuária - total","0.9"
"3º trimestre 2009","Brasil","Indústria - total","4.0"
"3º trimestre 2009","Brasil","Indústrias extrativas","2.0"
"3º trimestre 2009","Brasil","Indústrias de transformação","4.3"
"3º trimestre 2009","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","0.4"
"3º trimestre 2009","Brasil","Construção","6.5"
"3º trimestre 2009","Brasil","Serviços - total","1.8"
"3º trimestre 2009","Brasil","Comércio","3.7"
"3º trimestre 2009","Brasil","Transporte, armazenagem e correio","3.1"
"3º trimestre 2009","Brasil","Informação e comunicação","0.1"
"3º trimestre 2009","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.6"
"3º trimestre 2009","Brasil","Atividades imobiliárias","1.4"
"3º trimestre 2009","Brasil","Outras atividades de serviços","1.6"
"3º trimestre 2009","Brasil","Administração, saúde e educação públicas e seguridade social","0.7"
"3º trimestre 2009","Brasil","Valor adicionado a preços básicos","2.2"
"3º trimestre 2009","Brasil","Impostos líquidos sobre produtos","-"
"3º trimestre 2009","Brasil","PIB a preços de mercado","2.3"
"4º trimestre 2009","Brasil","Agropecuária - total","4.3"
"4º trimestre 2009","Brasil","Indústria - total","4.1"
"4º trimestre 2009","Brasil","Indústrias extrativas","2.6"
"4º trimestre 2009","Brasil","Indústrias de transformação","4.6"
"4º trimestre 2009","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","2.7"
"4º trimestre 2009","Brasil","Construção","5.0"
"4º trimestre 2009","Brasil","Serviços - total","1.5"
"4º trimestre 2009","Brasil","Comércio","2.9"
"4º trimestre 2009","Brasil","Transporte, armazenagem e correio","4.2"
"4º trimestre 2009","Brasil","Informação e comunicação","0.1"
"4º trimestre 2009","Brasil","Atividades financeiras, de seguros e serviços relacionados","2.5"
"4º trimestre 2009","Brasil","Atividades imobiliárias","1.4"
"4º trimestre 2009","Brasil","Outras atividades de serviços","1.0"
"4º trimestre 2009","Brasil","Administração, saúde e educação públicas e seguridade social","1.1"
"4º trimestre 2009","Brasil","Valor adicionado a preços básicos","2.4"
"4º trimestre 2009","Brasil","Impostos líquidos sobre produtos","-"
"4º trimestre 2009","Brasil","PIB a preços de mercado","2.6"
"1º trimestre 2010","Brasil","Agropecuária - total","1.9"
"1º trimestre 2010","Brasil","Indústria - total","1.0"
"1º trimestre 2010","Brasil","Indústrias extrativas","7.6"
"1º trimestre 2010","Brasil","Indústrias de transformação","0.7"
"1º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","0.8"
"1º trimestre 2010","Brasil","Construção","1.1"
"1º trimestre 2010","Brasil","Serviços - total","1.5"
"1º trimestre 2010","Brasil","Comércio","4.1"
"1º trimestre 2010","Brasil","Transporte, armazenagem e correio","4.0"
"1º trimestre 2010","Brasil","Informação e comunicação","2.5"
"1º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.8"
"1º trimestre 2010","Brasil","Atividades imobiliárias","0.8"
"1º trimestre 2010","Brasil","Outras atividades de serviços","0.3"
"1º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","0.1"
"1º trimestre 2010","Brasil","Valor adicionado a preços básicos","1.8"
"1º trimestre 2010","Brasil","Impostos líquidos sobre produtos","-"
"1º trimestre 2010","Brasil","PIB a preços de mercado","2.1"
"2º trimestre 2010","Brasil","Agropecuária - total","2.3"
"2º trimestre 2010","Brasil","Indústria - total","3.2"
"2º trimestre 2010","Brasil","Indústrias extrativas","2.8"
"2º trimestre 2010","Brasil","Indústrias de transformação","1.9"
"2º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","2.6"
"2º trimestre 2010","Brasil","Construção","4.0"
"2º trimestre 2010","Brasil","Serviços - total","1.1"
"2º trimestre 2010","Brasil","Comércio","0.9"
"2º trimestre 2010","Brasil","Transporte, armazenagem e correio","1.7"
"2º trimestre 2010","Brasil","Informação e comunicação","2.2"
"2º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","2.0"
"2º trimestre 2010","Brasil","Atividades imobiliárias","1.6"
"2º trimestre 2010","Brasil","Outras atividades de serviços","0.4"
"2º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","0.4"
"2º trimestre 2010","Brasil","Valor adicionado a preços básicos","1.3"
"2º trimestre 2010","Brasil","Impostos líquidos sobre produtos","-"
"2º trimestre 2010","Brasil","PIB a preços de mercado","1.3"
"3º trimestre 2010","Brasil","Agropecuária - total","-2.3"
"3º trimestre 2010","Brasil","Indústria - total","0.0"
"3º trimestre 2010","Brasil","Indústrias extrativas","1.0"
"3º trimestre 2010","Brasil","Indústrias de transformação","0.0"
"3º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","-0.1"
"3º trimestre 2010","Brasil","Construção","-0.8"
"3º trimestre 2010","Brasil","Serviços - total","1.5"
"3º trimestre 2010","Brasil","Comércio","1.7"
"3º trimestre 2010","Brasil","Transporte, armazenagem e correio","0.8"
"3º trimestre 2010","Brasil","Informação e comunicação","1.5"
"3º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","3.3"
"3º trimestre 2010","Brasil","Atividades imobiliárias","1.1"
"3º trimestre 2010","Brasil","Outras atividades de serviços","1.4"
"3º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","0.6"
"3º trimestre 2010","Brasil","Valor adicionado a preços básicos","0.7"
"3º trimestre 2010","Brasil","Impostos líquidos sobre produtos","-"
"3º trimestre 2010","Brasil","PIB a preços de mercado","0.9"
"4º trimestre 2010","Brasil","Agropecuária - total","1.8"
"4º trimestre 2010","Brasil","Indústria - total","1.5"
"4º trimestre 2010","Brasil","Indústrias extrativas","1.9"
"4º trimestre 2010","Brasil","Indústrias de transformação","1.4"
"4º trimestre 2010","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","0.1"
"4º trimestre 2010","Brasil","Construção","3.3"
"4º trimestre 2010","Brasil","Serviços - total","1.1"
"4º trimestre 2010","Brasil","Comércio","0.9"
"4º trimestre 2010","Brasil","Transporte, armazenagem e correio","1.2"
"4º trimestre 2010","Brasil","Informação e comunicação","0.5"
"4º trimestre 2010","Brasil","Atividades financeiras, de seguros e serviços relacionados","3.4"
"4º trimestre 2010","Brasil","Atividades imobiliárias","0.8"
"4º trimestre 2010","Brasil","Outras atividades de serviços","1.7"
"4º trimestre 2010","Brasil","Administração, saúde e educação públicas e seguridade social","0.6"
"4º trimestre 2010","Brasil","Valor adicionado a preços básicos","1.4"
"4º trimestre 2010","Brasil","Impostos líquidos sobre produtos","-"
"4º trimestre 2010","Brasil","PIB a preços de mercado","1.4"
"1º trimestre 2011","Brasil","Agropecuária - total","2.3"
"1º trimestre 2011","Brasil","Indústria - total","0.4"
"1º trimestre 2011","Brasil","Indústrias extrativas","-1.3"
"1º trimestre 2011","Brasil","Indústrias de transformação","1.0"
"1º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","0.5"
"1º trimestre 2011","Brasil","Construção","1.5"
"1º trimestre 2011","Brasil","Serviços - total","0.9"
"1º trimestre 2011","Brasil","Comércio","0.8"
"1º trimestre 2011","Brasil","Transporte, armazenagem e correio","2.7"
"1º trimestre 2011","Brasil","Informação e comunicação","1.8"
"1º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","-0.5"
"1º trimestre 2011","Brasil","Atividades imobiliárias","0.1"
"1º trimestre 2011","Brasil","Outras atividades de serviços","1.8"
"1º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","0.8"
"1º trimestre 2011","Brasil","Valor adicionado a preços básicos","1.2"
"1º trimestre 2011","Brasil","Impostos líquidos sobre produtos","-"
"1º trimestre 2011","Brasil","PIB a preços de mercado","1.3"
"2º trimestre 2011","Brasil","Agropecuária - total","-1.0"
"2º trimestre 2011","Brasil","Indústria - total","3.1"
"2º trimestre 2011","Brasil","Indústrias extrativas","2.3"
"2º trimestre 2011","Brasil","Indústrias de transformação","2.0"
"2º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","6.8"
"2º trimestre 2011","Brasil","Construção","3.1"
"2º trimestre 2011","Brasil","Serviços - total","0.8"
"2º trimestre 2011","Brasil","Comércio","0.5"
"2º trimestre 2011","Brasil","Transporte, armazenagem e correio","0.1"
"2º trimestre 2011","Brasil","Informação e comunicação","3.1"
"2º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.3"
"2º trimestre 2011","Brasil","Atividades imobiliárias","-0.4"
"2º trimestre 2011","Brasil","Outras atividades de serviços","1.0"
"2º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","0.3"
"2º trimestre 2011","Brasil","Valor adicionado a preços básicos","1.0"
"2º trimestre 2011","Brasil","Impostos líquidos sobre produtos","-"
"2º trimestre 2011","Brasil","PIB a preços de mercado","1.0"
"3º trimestre 2011","Brasil","Agropecuária - total","5.1"
"3º trimestre 2011","Brasil","Indústria - total","-1.1"
"3º trimestre 2011","Brasil","Indústrias extrativas","0.0"
"3º trimestre 2011","Brasil","Indústrias de transformação","-2.6"
"3º trimestre 2011","Brasil","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos","-1.1"
"3º trimestre 2011","Brasil","Construção","1.5"
"3º trimestre 2011","Brasil","Serviços - total","0.0"
"3º trimestre 2011","Brasil","Comércio","-1.4"
"3º trimestre 2011","Brasil","Transporte, armazenagem e correio","-0.9"
"3º trimestre 2011","Brasil","Informação e comunicação","0.7"
"3º trimestre 2011","Brasil","Atividades financeiras, de seguros e serviços relacionados","1.7"
"3º trimestre 2011","Brasil","Atividades imobiliárias","0.8"
"3º trimestre 2011","Brasil","Outras atividades de serviços","0.0"
"3º trimestre 2011","Brasil","Administração, saúde e educação públicas e seguridade social","-0.1"
"3º trimestre 2011","Brasil","Valor adicionado a preços básicos","-0.1"
"3º trimestre 2011","Brasil","Impostos líquidos sobre produtos","-"
"3º trimestre 2011","Brasil","PIB a preços de mercado","-0.2"
"4º trimestre 2011","Brasil","Agropecuária - total","5.0"
