"Mês","Região","Variável","Indústria geral","Indústrias extrativas","Indústrias de transformação"
"janeiro 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.3","2.1","0.0"
"janeiro 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.2","-2.6","0.1"
"fevereiro 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","87.42669","91.49249","86.73356"
"fevereiro 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.54949","106.48316","98.61728"
"fevereiro 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.2","2.9","-0.4"
"fevereiro 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.6","4.7","-3.8"
"fevereiro 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.2","3.3","-1.9"
"fevereiro 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.2","-2.3","0.0"
"março 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","99.38515","100.71567","99.15832"
"março 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.35643","104.94279","99.58582"
"março 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.8","-1.4","1.0"
"março 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.0","3.5","0.6"
"março 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.4","3.4","-1.0"
"março 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","-2.1","0.3"
"abril 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","92.03653","97.63701","91.08177"
"abril 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.89498","105.02653","98.88269"
"abril 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.5","0.1","-0.7"
"abril 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.7","1.9","-3.6"
"abril 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-1.0","3.0","-1.7"
"abril 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.2","-1.9","0.0"
"maio 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","104.73802","106.76081","104.39318"
"maio 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.58941","106.61241","99.56355"
"maio 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.7","1.5","0.7"
"maio 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.0","12.2","0.4"
"maio 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.3","4.9","-1.2"
"maio 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","-0.1","-0.1"
"junho 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","101.88765","109.35945","100.61386"
"junho 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.12628","108.13274","98.84114"
"junho 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.5","1.4","-0.7"
"junho 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.1","11.1","-1.7"
"junho 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.3","6.0","-1.3"
"junho 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.1","1.3","-0.3"
"julho 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.51240","113.37046","104.17277"
"julho 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.45754","106.65116","98.22117"
"julho 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.7","-1.4","-0.6"
"julho 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.5","7.2","-3.0"
"julho 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.5","6.1","-1.6"
"julho 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","2.3","-0.5"
"agosto 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.26735","110.33621","111.42609"
"agosto 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.04009","101.24565","99.53914"
"agosto 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.6","-5.1","1.3"
"agosto 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.5","3.3","0.0"
"agosto 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.3","5.8","-1.3"
"agosto 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","-0.2","3.3","-0.8"
"setembro 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","106.28180","115.03066","104.79031"
"setembro 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","99.60736","108.86032","98.39187"
"setembro 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","7.5","-1.2"
"setembro 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.7","9.4","-0.8"
"setembro 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.2","6.2","-1.3"
"setembro 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","4.7","-0.9"
"outubro 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","107.01406","112.48542","106.08131"
"outubro 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.06115","109.23359","98.86499"
"outubro 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.5","0.3","0.5"
"outubro 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.1","-0.1","1.3"
"outubro 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","-0.1","5.5","-1.0"
"outubro 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","3.8","-0.7"
"novembro 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","102.82135","112.65650","101.14467"
"novembro 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.24125","112.80650","99.44053"
"novembro 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.2","3.3","0.6"
"novembro 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.4","14.8","-0.8"
"novembro 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.1","6.3","-1.0"
"novembro 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.0","5.4","-0.9"
"dezembro 2023","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","92.73326","119.61433","88.15062"
"dezembro 2023","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.06379","116.02806","100.19813"
"dezembro 2023","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.8","2.9","0.8"
"dezembro 2023","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","0.9","17.7","-2.4"
"dezembro 2023","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","0.1","7.3","-1.1"
"dezembro 2023","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.1","7.3","-1.1"
"janeiro 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","93.75190","104.92280","91.84751"
"janeiro 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.70206","109.99795","100.25464"
"janeiro 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.3","-5.2","0.1"
"janeiro 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.7","7.2","3.1"
"janeiro 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.7","7.2","3.1"
"janeiro 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.4","7.7","-0.9"
"fevereiro 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","92.36098","96.45760","91.66259"
"fevereiro 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.68252","106.78435","100.67785"
"fevereiro 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","-2.9","0.4"
"fevereiro 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","5.6","5.4","5.7"
"fevereiro 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","4.7","6.4","4.3"
"fevereiro 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.0","7.7","-0.2"
"março 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","96.50021","102.48033","95.48073"
"março 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","102.22053","106.92486","101.08266"
"março 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.5","0.1","0.4"
"março 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-2.9","1.8","-3.7"
"março 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.0","4.8","1.4"
"março 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","0.7","7.6","-0.5"
"abril 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","99.72287","96.16270","100.32980"
"abril 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","101.86259","103.11751","101.75266"
"abril 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.4","-3.6","0.7"
"abril 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","8.4","-1.5","10.2"
"abril 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.5","3.2","3.6"
"abril 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.5","7.3","0.5"
"maio 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","103.50713","106.68699","102.96503"
"maio 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","100.63506","106.27829","99.64597"
"maio 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.2","3.1","-2.1"
"maio 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","-1.2","-0.1","-1.4"
"maio 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.5","2.5","2.5"
"maio 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.2","6.3","0.4"
"junho 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","105.19257","110.60854","104.26926"
"junho 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","105.10030","108.94514","104.47227"
"junho 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","4.4","2.5","4.8"
"junho 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.2","1.1","3.6"
"junho 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","2.6","2.2","2.7"
"junho 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","1.5","5.4","0.8"
"julho 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","111.98145","112.94605","111.81701"
"julho 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.51548","106.24769","103.08760"
"julho 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-1.5","-2.5","-1.3"
"julho 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","6.1","-0.4","7.3"
"julho 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.2","1.8","3.4"
"julho 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.2","4.7","1.7"
"agosto 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","113.82899","116.54550","113.36588"
"agosto 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.25541","107.01698","102.50234"
"agosto 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.3","0.7","-0.6"
"agosto 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","2.3","5.6","1.7"
"agosto 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.1","2.3","3.2"
"agosto 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.4","4.9","1.9"
"setembro 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","109.74694","111.10247","109.51585"
"setembro 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.27749","106.59627","103.90318"
"setembro 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","1.0","-0.4","1.4"
"setembro 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","3.3","-3.4","4.5"
"setembro 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.1","1.6","3.3"
"setembro 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","2.6","3.8","2.4"
"outubro 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","113.56517","110.04234","114.16574"
"outubro 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","104.29796","105.74586","104.52495"
"outubro 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","-0.8","0.6"
"outubro 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","6.1","-2.2","7.6"
"outubro 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.4","1.2","3.8"
"outubro 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.0","3.6","2.9"
"novembro 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","104.61993","107.73581","104.08874"
"novembro 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.70895","107.52617","103.15450"
"novembro 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","-0.6","1.7","-1.3"
"novembro 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.7","-4.4","2.9"
"novembro 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.2","0.7","3.7"
"novembro 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.1","2.1","3.2"
"dezembro 2024","Brasil","PIMPF - Número-índice (2022=100) (Número-índice)","94.03043","111.25974","91.09320"
"dezembro 2024","Brasil","PIMPF - Número-índice com ajuste sazonal (2022=100) (Número-índice)","103.66426","108.09520","102.60223"
"dezembro 2024","Brasil","PIMPF - Variação mês/mês imediatamente anterior, com ajuste sazonal (M/M-1) (%)","0.0","0.5","-0.5"
"dezembro 2024","Brasil","PIMPF - Variação mês/mesmo mês do ano anterior (M/M-12) (%)","1.4","-7.0","3.3"
"dezembro 2024","Brasil","PIMPF - Variação acumulada no ano (em relação ao mesmo período do ano anterior) (%)","3.1","0.0","3.7"
"dezembro 2024","Brasil","PIMPF - Variação acumulada em 12 meses (em relação ao período anterior de 12 meses) (%)","3.1","0.0","3.7"
